countyname,state,countyssa,eligibles,totalenrollees,totalpenetration,numberofplans1,numberofplans2
GALLATIN ,IL,COST HCPP PFFS HMO,57520.0,5740.0,9.97913769123783,4.0,1.0
GREENE ,IL,PFFS HCPP HMO,100730.0,21427.0,21.271716469770674,7.0,2.0
GRUNDY ,IL,HCPP HMO PFFS,158400.0,65769.0,41.520833333333336,11.0,0.0
HAMILTON ,IL,PFFS HCPP,28820.0,3718.0,12.900763358778624,2.0,1.0
HANCOCK ,IL,PFFS HCPP HMO DEMP PPO,158620.0,46816.0,29.514563106796114,11.0,3.0
HARDIN ,IL,HCPP,28842.0,1892.0,6.559877955758962,2.0,0.0
HENDERSON ,IL,DEMP COST PFFS HCPP,57760.0,5820.0,10.07617728531856,4.0,1.0
HENRY ,IL,PFFS DEMP COST HCPP HMO,202300.0,128226.0,63.384083044982695,14.0,4.0
IROQUOIS ,IL,HCPP HMO DEMP PPO COST PFFS,144600.0,63970.0,44.23928077455048,10.0,2.0
JACKSON ,IL,HCPP HMO DEMP PFFS DEMC,173640.0,98544.0,56.7519004837595,12.0,2.0
JASPER ,IL,PFFS HMO HCPP,57920.0,7328.0,12.651933701657459,4.0,1.0
JEFFERSON ,IL,HCPP DEMO PFFS,72450.0,35415.0,48.88198757763975,5.0,2.0
JERSEY ,IL,HMO HCPP PFFS,145000.0,32730.0,22.57241379310345,10.0,1.0
JO DAVIESS ,IL,PFFS COST HCPP HMO DEMO,188630.0,62283.0,33.01860785665058,13.0,3.0
JOHNSON ,IL,PFFS HCPP HMO DEMC,101640.0,17332.0,17.052341597796143,7.0,1.0
KANE ,IL,HMO PFFS HCPP PPO COST DEMO PACE,595730.0,1993830.0,334.68685478320714,41.0,4.0
KANKAKEE ,IL,HCPP PFFS HMO PPO COST,189020.0,232089.0,122.78541953232462,13.0,2.0
KENDALL ,IL,HMO HCPP PFFS PPO DEMO DEMP,218250.0,85845.0,39.33333333333333,15.0,2.0
KNOX ,IL,HCPP DEMP HMO COST PFFS DEMO,145600.0,109600.0,75.27472527472527,10.0,6.0
LA SALLE ,IL,DEMP PFFS HCPP HMO PPO COST,247860.0,352733.0,142.31138545953362,17.0,3.0
LAKE ,IL,HMO PPO PFFS HCPP COST DEMO,728500.0,3577800.0,491.1187371310913,50.0,6.0
LAWRENCE ,IL,HCPP PFFS COST,58360.0,13056.0,22.37148732008225,4.0,0.0
LEE ,IL,DEMP HMO COST PFFS,102200.0,46396.0,45.3972602739726,7.0,1.0
LIVINGSTON ,IL,DEMP HMO PPO HCPP PFFS,175320.0,76752.0,43.7782340862423,12.0,3.0
LOGAN ,IL,PFFS HCPP HMO,102340.0,36414.0,35.581395348837205,7.0,1.0
MACON ,IL,HCPP PFFS HMO,249220.0,356558.0,143.06957708049111,17.0,3.0
MACOUPIN ,IL,HCPP HMO PPO COST PFFS,161370.0,108141.0,67.01431492842535,11.0,3.0
MADISON ,IL,DEMP HCPP HMO PFFS PPO COST DEMC,367000.0,1119200.0,304.95912806539513,25.0,10.0
MARION ,IL,HCPP HMO COST,88140.0,55806.0,63.315180394826406,6.0,1.0
MARSHALL ,IL,PFFS DEMP HMO HCPP,147000.0,23930.0,16.27891156462585,10.0,3.0
MASON ,IL,DEMP HCPP PFFS HMO COST,117680.0,27400.0,23.283480625424883,8.0,1.0
MASSAC ,IL,HCPP HMO,44160.0,9465.0,21.433423913043477,3.0,0.0
MCDONOUGH ,IL,PFFS DEMP HCPP PPO HMO COST,131670.0,45171.0,34.30622009569378,9.0,2.0
MCHENRY ,IL,HMO PFFS HCPP COST DEMP PPO DEMO,570960.0,1303302.0,228.26502732240436,39.0,2.0
MCLEAN ,IL,DEMP PPO HCPP HMO PFFS,249050.0,315265.0,126.58703071672355,17.0,6.0
MENARD ,IL,HCPP PFFS HMO,58920.0,7952.0,13.496266123557366,4.0,0.0
MERCER ,IL,PFFS COST HMO DEMP,147400.0,29800.0,20.21709633649932,10.0,3.0
MONROE ,IL,DEMP HCPP HMO DEMO PFFS,191750.0,58162.0,30.332203389830507,13.0,7.0
MONTGOMERY ,IL,HCPP HMO PPO PFFS,88560.0,36828.0,41.58536585365854,6.0,1.0
MORGAN ,IL,HCPP HMO PFFS PPO,132930.0,61704.0,46.41841570751523,9.0,0.0
MOULTRIE ,IL,PFFS HMO HCPP PPO,118240.0,25264.0,21.366711772665763,8.0,3.0
OGLE ,IL,PFFS DEMP HCPP HMO COST,207060.0,114912.0,55.496957403651116,14.0,2.0
PEORIA ,IL,HCPP PFFS DEMP HMO PPO COST,355200.0,732792.0,206.30405405405406,24.0,7.0
PERRY ,IL,HCPP,44430.0,12597.0,28.352464550979068,3.0,2.0
PIATT ,IL,PFFS HMO HCPP PPO,88920.0,19254.0,21.653171390013494,6.0,3.0
PIKE ,IL,HCPP PFFS HMO PPO,88980.0,22248.0,25.00337154416723,6.0,1.0
POPE ,IL,HCPP,44493.0,2589.0,5.818892859550941,3.0,0.0
PULASKI ,IL,PFFS HCPP,44550.0,4035.0,9.057239057239057,3.0,1.0
PUTNAM ,IL,DEMP,14860.0,1160.0,7.806191117092867,1.0,1.0
RANDOLPH ,IL,HCPP HMO,104090.0,41958.0,40.3093476798924,7.0,3.0
RICHLAND ,IL,PFFS HMO HCPP COST,74400.0,17530.0,23.561827956989248,5.0,1.0
ROCK ISLAND ,IL,COST PFFS HMO HCPP PACE DEMO,238240.0,429040.0,180.08730691739424,16.0,3.0
SAINT CLAIR ,IL,HCPP DEMP HMO COST PFFS DEMC PPO,417200.0,1110200.0,266.1073825503356,28.0,11.0
SALINE ,IL,HCPP COST PFFS HMO,89460.0,35562.0,39.75184439973172,6.0,2.0
SANGAMON ,IL,HCPP PPO PFFS HMO DEMP COST DEMO,313320.0,657216.0,209.7587131367292,21.0,5.0
SCHUYLER ,IL,HCPP PFFS DEMP PPO HMO,104447.0,9744.0,9.329133436096775,7.0,0.0
SCOTT ,IL,PFFS HCPP HMO,59760.0,3924.0,6.566265060240964,4.0,0.0
SHELBY ,IL,HCPP HMO PFFS,89700.0,26640.0,29.698996655518396,6.0,1.0
STARK ,IL,DEMP HCPP PFFS HMO COST,89760.0,7908.0,8.810160427807487,6.0,1.0
STEPHENSON ,IL,PFFS DEMP HCPP HMO COST,119760.0,79264.0,66.18570474281897,8.0,4.0
TAZEWELL ,IL,HCPP PFFS DEMP HMO PPO COST DEMO,254660.0,393805.0,154.63951935914554,17.0,5.0
UNION ,IL,PFFS HCPP HMO PPO,149810.0,37230.0,24.851478539483345,10.0,2.0
VERMILION ,IL,HCPP PPO HMO PFFS,149820.0,163610.0,109.2043785876385,10.0,5.0
WABASH ,IL,COST HCPP HMO PFFS,59932.0,9440.0,15.751184675966096,4.0,1.0
WARREN ,IL,PFFS DEMP COST HMO HCPP,89904.0,20274.0,22.550720768820074,6.0,3.0
WASHINGTON ,IL,HCPP HMO PFFS,134865.0,23661.0,17.544210877544213,9.0,2.0
WAYNE ,IL,HCPP COST PFFS,59944.0,14024.0,23.395168824235952,4.0,1.0
WHITE ,IL,PFFS COST HCPP HMO,74935.0,18910.0,25.23520384333089,5.0,2.0
WHITESIDE ,IL,COST PFFS HMO DEMP DEMO HCPP,164868.0,132330.0,80.26421136909528,11.0,2.0
WILL ,IL,HCPP HMO PFFS PPO COST DEMP DEMO DEMC,644527.0,2497999.0,387.57088531589835,43.0,11.0
WILLIAMSON ,IL,HCPP HMO COST PFFS,209860.0,165914.0,79.05937291527685,14.0,2.0
WINNEBAGO ,IL,PFFS DEMP HCPP HMO COST DEMO,494703.0,1489983.0,301.1873790941231,33.0,4.0
WOODFORD ,IL,PFFS DEMP HMO PPO COST,149920.0,51710.0,34.49172892209178,10.0,4.0
ADAMS ,IN,PFFS PPO HMO,105000.0,33439.0,31.846666666666668,7.0,3.0
ALLEN ,IN,HCPP PFFS DEMP PPO HMO COST PACE,465310.0,1441469.0,309.78680879413724,31.0,9.0
BARTHOLOMEW ,IN,HCPP HMO DEMP COST PFFS,120160.0,94648.0,78.76830892143808,8.0,0.0
BENTON ,IN,COST,15030.0,1711.0,11.383898868928808,1.0,1.0
BLACKFORD ,IN,HCPP PFFS HMO,45120.0,7875.0,17.45345744680851,3.0,0.0
BOONE ,IN,DEMP COST HCPP HMO PPO PFFS DEMC,240800.0,99936.0,41.501661129568106,16.0,2.0
BROWN ,IN,PFFS HMO DEMP COST,105420.0,10437.0,9.900398406374503,7.0,1.0
CARROLL ,IN,COST HMO HCPP,60280.0,11052.0,18.33443928334439,4.0,1.0
CASS ,IN,COST HCPP PFFS HMO,135720.0,61776.0,45.51724137931035,9.0,1.0
CLARK ,IN,HCPP PPO PFFS HMO COST,271620.0,303660.0,111.79589131875414,18.0,4.0
CLAY ,IN,HCPP COST PFFS,45300.0,15576.0,34.3841059602649,3.0,1.0
CLINTON ,IN,COST HMO PFFS,75550.0,26955.0,35.6783587028458,5.0,1.0
CRAWFORD ,IN,HCPP,15120.0,2109.0,13.9484126984127,1.0,0.0
DAVIESS ,IN,HCPP HMO COST,90780.0,28158.0,31.017845340383342,6.0,1.0
DE KALB ,IN,PFFS HCPP HMO,121280.0,48064.0,39.63060686015831,8.0,3.0
DEARBORN ,IN,PFFS HCPP HMO PPO DEMP,166540.0,77572.0,46.57859973579921,11.0,1.0
DECATUR ,IN,PFFS HCPP HMO DEMP COST,106050.0,29911.0,28.204620462046204,7.0,1.0
DELAWARE ,IN,HCPP HMO COST PFFS,151700.0,196810.0,129.7363216875412,10.0,0.0
DUBOIS ,IN,HCPP COST PFFS,75900.0,31770.0,41.85770750988142,5.0,2.0
ELKHART ,IN,HCPP PFFS HMO DEMP PPO COST DEMO PSO,273420.0,449370.0,164.3515470704411,18.0,4.0
FAYETTE ,IN,PFFS HMO,91200.0,29844.0,32.723684210526315,6.0,0.0
FLOYD ,IN,PPO HCPP HMO COST DEMP PFFS,197730.0,146250.0,73.96449704142012,13.0,1.0
FOUNTAIN ,IN,COST HCPP PFFS,60880.0,15192.0,24.95400788436268,4.0,1.0
FRANKLIN ,IN,PFFS HCPP HMO,121840.0,24976.0,20.499015101772816,8.0,1.0
FULTON ,IN,PFFS PPO HCPP,91440.0,21810.0,23.85170603674541,6.0,2.0
GIBSON ,IN,HCPP COST PFFS HMO,91500.0,34938.0,38.18360655737705,6.0,3.0
GRANT ,IN,PFFS HCPP HMO DEMC,106820.0,95788.0,89.67234600262123,7.0,1.0
GREENE ,IN,HCPP HMO PFFS,76350.0,29755.0,38.97184020956123,5.0,1.0
HAMILTON ,IN,HCPP DEMP COST PPO PFFS HMO DEMO,488960.0,604384.0,123.60602094240838,32.0,5.0
HANCOCK ,IN,COST HCPP HMO DEMP PPO PFFS DEMO,183480.0,102048.0,55.61805101373447,12.0,1.0
HARRISON ,IN,HMO COST PPO PFFS DEMO,107100.0,40194.0,37.529411764705884,7.0,0.0
HENDRICKS ,IN,DEMP COST PFFS HCPP HMO PPO DEMO,260270.0,231217.0,88.83736120182887,17.0,3.0
HENRY ,IN,HCPP COST PPO PFFS HMO DEMC,107240.0,64701.0,60.33289817232376,7.0,0.0
HOWARD ,IN,HCPP DEMP PFFS HMO PPO COST,137970.0,135774.0,98.40834964122635,9.0,0.0
HUNTINGTON ,IN,PFFS HCPP HMO PPO,168740.0,74404.0,44.09387222946545,11.0,2.0
JACKSON ,IN,HCPP PFFS,61400.0,29168.0,47.50488599348534,4.0,0.0
JASPER ,IN,COST HCPP HMO DEMP,107520.0,35511.0,33.02734375,7.0,1.0
JAY ,IN,HMO PFFS,61480.0,16472.0,26.79245283018868,4.0,0.0
JEFFERSON ,IN,HCPP HMO DEMP PFFS,92280.0,34134.0,36.98959687906372,6.0,0.0
JENNINGS ,IN,HCPP HMO PPO COST,92340.0,25068.0,27.147498375568553,6.0,0.0
JOHNSON ,IN,DEMP COST PFFS HCPP HMO PPO DEMO DEMC,323400.0,365862.0,113.12987012987013,21.0,3.0
KNOX ,IN,HCPP,30820.0,14940.0,48.47501622323166,2.0,1.0
KOSCIUSKO ,IN,PFFS PPO HCPP HMO COST,215880.0,152264.0,70.53177691309988,14.0,2.0
LA PORTE ,IN,HCPP PFFS HMO DEMP COST PPO,200850.0,229385.0,114.20711974110031,13.0,0.0
LAGRANGE ,IN,PFFS HCPP HMO,123440.0,32680.0,26.474400518470514,8.0,1.0
LAKE ,IN,HCPP HMO PFFS PPO COST DEMO DEMP DEMC,524960.0,2591684.0,493.69170984455957,34.0,5.0
LAWRENCE ,IN,HCPP COST HMO PFFS,77300.0,42035.0,54.379042690815005,5.0,0.0
MADISON ,IN,PFFS HCPP HMO PPO COST,185640.0,291876.0,157.2268907563025,12.0,1.0
MARION ,IN,HCPP DEMP COST PPO PFFS HMO PSO PACE DEMO,835920.0,6373026.0,762.3966408268734,54.0,6.0
MARSHALL ,IN,PFFS HCPP PPO HMO DEMC,123920.0,56640.0,45.70690768237572,8.0,2.0
MARTIN ,IN,HMO COST,46500.0,6003.0,12.90967741935484,3.0,0.0
MIAMI ,IN,HCPP PFFS COST,77550.0,29090.0,37.511283043197935,5.0,2.0
MONROE ,IN,HCPP HMO PFFS COST,248320.0,233456.0,94.01417525773196,16.0,0.0
MONTGOMERY ,IN,COST HCPP HMO PPO PFFS,170830.0,72281.0,42.311654861558274,11.0,1.0
MORGAN ,IN,HCPP DEMP COST PFFS HMO PPO,139860.0,84933.0,60.727155727155726,9.0,4.0
NEWTON ,IN,COST,15550.0,2029.0,13.048231511254018,1.0,1.0
NOBLE ,IN,HCPP PFFS HMO,124480.0,49928.0,40.109254498714655,8.0,2.0
OHIO ,IN,HMO HCPP,46710.0,2613.0,5.594091201027617,3.0,0.0
ORANGE ,IN,HCPP HMO PFFS,46740.0,10677.0,22.84338896020539,3.0,0.0
OWEN ,IN,HCPP PFFS COST,77950.0,16220.0,20.80821039127646,5.0,0.0
PARKE ,IN,HCPP HMO COST,46800.0,8916.0,19.05128205128205,3.0,0.0
PERRY ,IN,COST PFFS HCPP,46830.0,9954.0,21.255605381165918,3.0,1.0
PIKE ,IN,HCPP COST HMO,46860.0,7248.0,15.467349551856593,3.0,2.0
PORTER ,IN,HCPP HMO COST PFFS DEMC,265710.0,346103.0,130.255918106206,17.0,0.0
POSEY ,IN,PFFS COST HCPP HMO,109480.0,27090.0,24.744245524296677,7.0,2.0
PULASKI ,IN,COST HCPP HMO,62600.0,10200.0,16.293929712460063,4.0,1.0
PUTNAM ,IN,COST HCPP HMO DEMP PFFS DEMO,203580.0,68458.0,33.62707535121328,13.0,1.0
RANDOLPH ,IN,HCPP HMO,62680.0,20340.0,32.4505424377792,4.0,0.0
RIPLEY ,IN,HMO PFFS DEMP,94080.0,30126.0,32.02168367346939,6.0,0.0
RUSH ,IN,HCPP COST PFFS,62760.0,11908.0,18.97386870618228,4.0,0.0
SCOTT ,IN,HCPP HMO PFFS,78550.0,21480.0,27.345639719923614,5.0,0.0
SHELBY ,IN,DEMP COST HCPP PPO PFFS HMO PSO,125760.0,50472.0,40.13358778625955,8.0,2.0
SPENCER ,IN,COST HCPP PFFS,47190.0,10278.0,21.780038143674506,3.0,1.0
ST JOSEPH ,IN,PFFS DEMP PPO HCPP HMO,471000.0,1245690.0,264.4777070063694,30.0,5.0
STARKE ,IN,HCPP HMO PFFS DEMP COST,157400.0,41830.0,26.575603557814485,10.0,0.0
STEUBEN ,IN,PFFS HCPP HMO,110250.0,38017.0,34.48253968253968,7.0,1.0
SULLIVAN ,IN,HCPP HMO,63040.0,14900.0,23.635786802030456,4.0,1.0
SWITZERLAND ,IN,HMO COST,31540.0,2850.0,9.036144578313253,2.0,0.0
TIPPECANOE ,IN,COST HCPP HMO PFFS,205140.0,224289.0,109.33460076045627,13.0,2.0
VANDERBURGH ,IN,HCPP PFFS COST HMO,221340.0,439810.0,198.70335230866542,14.0,4.0
VERMILLION ,IN,HCPP HMO PFFS,63280.0,11936.0,18.8621997471555,4.0,1.0
VIGO ,IN,HCPP HMO PFFS DEMP COST DEMO DEMC,253280.0,282704.0,111.61718256475048,16.0,1.0
WABASH ,IN,PFFS HCPP HMO,142560.0,59310.0,41.60353535353536,9.0,1.0
WARREN ,IN,COST HCPP HMO,95100.0,6528.0,6.864353312302838,6.0,1.0
WARRICK ,IN,HCPP PFFS COST HMO DEMP,111020.0,53543.0,48.22824716267339,7.0,4.0
WASHINGTON ,IN,PFFS HCPP,79350.0,21125.0,26.622558286074355,5.0,2.0
WAYNE ,IN,HCPP HMO PFFS,127040.0,110656.0,87.10327455919395,8.0,0.0
WELLS ,IN,PFFS PPO HMO,111230.0,29190.0,26.242920075519194,7.0,2.0
WHITE ,IN,COST HCPP HMO PFFS,95400.0,30696.0,32.17610062893081,6.0,1.0
WHITLEY ,IN,PFFS HCPP HMO PPO,127280.0,41152.0,32.3318667504714,8.0,2.0
ALLEN ,KS,HMO HCPP PFFS,85000.0,13945.0,16.405882352941177,5.0,0.0
ANDERSON ,KS,HMO HCPP,34020.0,3486.0,10.246913580246913,2.0,0.0
ATCHISON ,KS,HMO HCPP,68080.0,11852.0,17.408930669800235,4.0,0.0
BARBER ,KS,PFFS HCPP,34060.0,2372.0,6.9641808573106285,2.0,0.0
BARTON ,KS,HCPP PFFS,51120.0,16248.0,31.784037558685448,3.0,1.0
BOURBON ,KS,HCPP HMO,34100.0,5986.0,17.55425219941349,2.0,0.0
BROWN ,KS,HMO HCPP,85300.0,11025.0,12.924970691676435,5.0,0.0
BUTLER ,KS,PFFS HCPP HMO PACE,136560.0,69240.0,50.70298769771529,8.0,1.0
CHASE ,KS,HCPP PPO,34160.0,1122.0,3.284543325526932,2.0,1.0
CHAUTAUQUA ,KS,HCPP PACE,51270.0,2985.0,5.8221181977764775,3.0,0.0
CHEROKEE ,KS,HCPP HMO COST,68400.0,15832.0,23.146198830409357,4.0,1.0
CHEYENNE ,KS,HMO,34220.0,1540.0,4.500292226767972,2.0,0.0
CLARK ,KS,HCPP,17120.0,528.0,3.08411214953271,1.0,0.0
CLAY ,KS,PFFS HCPP,51390.0,5685.0,11.062463514302394,3.0,0.0
CLOUD ,KS,HCPP,34280.0,4842.0,14.12485414235706,2.0,0.0
COFFEY ,KS,HMO HCPP PFFS,68600.0,6272.0,9.142857142857142,4.0,0.0
COMANCHE ,KS,HCPP,17160.0,485.0,2.8263403263403264,1.0,0.0
COWLEY ,KS,PFFS HCPP HMO PPO,154530.0,55539.0,35.94059405940594,9.0,2.0
CRAWFORD ,KS,HCPP COST PACE PPO PFFS HMO,137440.0,54608.0,39.73224679860303,8.0,1.0
DICKINSON ,KS,HCPP HMO PFFS,103200.0,23556.0,22.825581395348838,6.0,1.0
DOUGLAS ,KS,PFFS HCPP HMO DEMP,189420.0,118668.0,62.64808362369338,11.0,2.0
EDWARDS ,KS,HCPP,17230.0,685.0,3.975623911781776,1.0,0.0
ELK ,KS,HCPP,17240.0,793.0,4.599767981438515,1.0,0.0
ELLIS ,KS,HCPP,34500.0,8866.0,25.69855072463768,2.0,0.0
ELLSWORTH ,KS,HMO HCPP,34520.0,2552.0,7.3928157589803005,2.0,0.0
FINNEY ,KS,PFFS HMO,34540.0,7682.0,22.24088013896931,2.0,0.0
FORD ,KS,HCPP HMO,34560.0,7496.0,21.689814814814813,2.0,1.0
FRANKLIN ,KS,HCPP HMO DEMP,155610.0,36963.0,23.753614806246386,9.0,1.0
GEARY ,KS,HCPP PFFS HMO,121100.0,21861.0,18.052023121387283,7.0,0.0
GOVE ,KS,HCPP,17310.0,746.0,4.309647602541884,1.0,0.0
GRAHAM ,KS,HMO HCPP,34640.0,1470.0,4.24364896073903,2.0,0.0
GRANT ,KS,HCPP,17330.0,899.0,5.187536064627813,1.0,0.0
GRAY ,KS,HCPP,17340.0,833.0,4.803921568627452,1.0,0.0
GREENWOOD ,KS,HCPP,34720.0,3652.0,10.518433179723502,2.0,0.0
HAMILTON ,KS,HCPP,17370.0,471.0,2.711571675302245,1.0,0.0
HARPER ,KS,HCPP,17380.0,1414.0,8.135788262370541,1.0,0.0
HARVEY ,KS,PFFS HCPP HMO,52170.0,19137.0,36.68200115008626,3.0,2.0
HODGEMAN ,KS,HCPP,17410.0,389.0,2.2343480758184953,1.0,0.0
JACKSON ,KS,HCPP DEMO,52260.0,6468.0,12.376578645235362,3.0,1.0
JEFFERSON ,KS,HCPP HMO PFFS,104580.0,18696.0,17.877223178427997,6.0,1.0
JEWELL ,KS,HMO PFFS HCPP,87200.0,4640.0,5.321100917431193,5.0,0.0
JOHNSON ,KS,DEMP PPO PFFS HMO HCPP DEMO DEMC COST,750350.0,2445281.0,325.88538681948427,43.0,7.0
KINGMAN ,KS,HCPP,17470.0,1665.0,9.53062392673154,1.0,0.0
LABETTE ,KS,HMO PPO HCPP COST,122430.0,31045.0,25.35734705546026,7.0,0.0
LANE ,KS,COST,17500.0,447.0,2.5542857142857143,1.0,0.0
LEAVENWORTH ,KS,HMO HCPP PFFS COST,175100.0,79700.0,45.51684751570531,10.0,4.0
LINCOLN ,KS,HCPP,17520.0,766.0,4.372146118721462,1.0,0.0
LINN ,KS,HMO HCPP,87650.0,10055.0,11.471762692527095,5.0,0.0
LOGAN ,KS,HCPP,17540.0,672.0,3.831242873432155,1.0,0.0
LYON ,KS,HCPP DEMP HMO,87750.0,25285.0,28.814814814814817,5.0,1.0
MARION ,KS,HCPP HMO COST,87850.0,13945.0,15.873648264086512,5.0,1.0
MARSHALL ,KS,HCPP,17580.0,2448.0,13.92491467576792,1.0,1.0
MCPHERSON ,KS,HMO PFFS HCPP,70240.0,22256.0,31.685649202733483,4.0,0.0
MIAMI ,KS,DEMP HMO HCPP PPO PFFS DEMO,211200.0,45624.0,21.602272727272727,12.0,4.0
MITCHELL ,KS,HCPP,35220.0,2974.0,8.444065871663827,2.0,0.0
MONTGOMERY ,KS,HCPP HMO PFFS,123340.0,53851.0,43.66061293984109,7.0,2.0
MORRIS ,KS,PFFS HCPP,52890.0,4005.0,7.572319909245604,3.0,0.0
NEMAHA ,KS,HMO HCPP,52950.0,6603.0,12.470254957507082,3.0,0.0
NEOSHO ,KS,HCPP HMO PPO,88300.0,16860.0,19.093997734994336,5.0,1.0
NESS ,KS,HMO HCPP,35340.0,1768.0,5.002829654782117,2.0,0.0
NORTON ,KS,HMO,17680.0,1172.0,6.6289592760181,1.0,0.0
OSAGE ,KS,HCPP PFFS HMO,70760.0,11924.0,16.851328434143582,4.0,1.0
OSBORNE ,KS,HCPP,17700.0,1075.0,6.073446327683616,1.0,0.0
OTTAWA ,KS,HCPP,35420.0,2202.0,6.216826651609261,2.0,0.0
PAWNEE ,KS,HMO HCPP,53160.0,3621.0,6.8115124153498865,3.0,0.0
POTTAWATOMIE ,KS,PFFS HCPP,53220.0,7989.0,15.011273957158963,3.0,0.0
PRATT ,KS,HCPP COST,35500.0,3710.0,10.450704225352112,2.0,0.0
RAWLINS ,KS,HMO,17760.0,738.0,4.155405405405405,1.0,0.0
RENO ,KS,HCPP HMO,106620.0,72354.0,67.86156443444007,6.0,1.0
REPUBLIC ,KS,HCPP,17780.0,1427.0,8.025871766029248,1.0,0.0
RICE ,KS,HCPP,35580.0,4174.0,11.731309724564362,2.0,0.0
RILEY ,KS,HMO PFFS HCPP,124600.0,40271.0,32.32022471910113,7.0,0.0
RUSH ,KS,HCPP,35640.0,1838.0,5.15712682379349,2.0,0.0
RUSSELL ,KS,HMO HCPP,35660.0,3676.0,10.308468872686484,2.0,0.0
SALINE ,KS,PFFS HCPP HMO DEMO,142720.0,72816.0,51.020179372197305,8.0,2.0
SCOTT ,KS,HMO,17841.0,425.0,2.3821534667339277,1.0,0.0
SEDGWICK ,KS,PACE DEMP PPO PFFS HCPP HMO PSO DEMC DEMO,625100.0,2216025.0,354.50727883538633,35.0,6.0
SHAWNEE ,KS,HCPP HMO PPO PACE,268200.0,443310.0,165.29082774049218,15.0,2.0
SHERMAN ,KS,HMO,35800.0,2608.0,7.284916201117318,2.0,0.0
STAFFORD ,KS,HCPP,17920.0,1101.0,6.1439732142857135,1.0,0.0
STEVENS ,KS,HCPP,17940.0,790.0,4.403567447045708,1.0,0.0
SUMNER ,KS,HCPP PFFS HMO,53850.0,13578.0,25.214484679665738,3.0,1.0
THOMAS ,KS,HMO HCPP,35920.0,2572.0,7.160356347438753,2.0,0.0
TREGO ,KS,HCPP,35940.0,1488.0,4.140233722871453,2.0,0.0
WABAUNSEE ,KS,HCPP PFFS,35960.0,2380.0,6.618464961067853,2.0,1.0
WALLACE ,KS,HCPP,17981.0,337.0,1.874200545019743,1.0,1.0
WASHINGTON ,KS,HCPP HMO,71928.0,6340.0,8.814369925481035,4.0,0.0
WICHITA ,KS,HCPP,17983.0,404.0,2.2465662014124455,1.0,0.0
WILSON ,KS,HCPP HMO,107904.0,12750.0,11.816058718861209,6.0,0.0
WOODSON ,KS,PFFS HCPP,35970.0,1848.0,5.137614678899083,2.0,0.0
WYANDOTTE ,KS,HMO HCPP PPO DEMP PFFS DEMO PSO,413678.0,496685.0,120.0656065828978,23.0,4.0
ADAIR ,KY,HCPP PFFS HMO,90000.0,16725.0,18.583333333333332,5.0,0.0
ALLEN ,KY,HCPP HMO PFFS,72040.0,13048.0,18.112159911160468,4.0,0.0
ANDERSON ,KY,PFFS HCPP PPO,90100.0,13990.0,15.527192008879023,5.0,1.0
BALLARD ,KY,HMO HCPP,54090.0,6276.0,11.602884082085414,3.0,0.0
BARREN ,KY,HCPP HMO DEMO PFFS,108240.0,44454.0,41.069844789356985,6.0,0.0
BATH ,KY,HCPP HMO PFFS,108300.0,13068.0,12.066481994459833,6.0,0.0
BELL ,KY,HCPP HMO PFFS,162540.0,59697.0,36.72757475083056,9.0,1.0
BOONE ,KY,HCPP DEMP HMO PPO PFFS COST DEMO,379470.0,247926.0,65.33480907581627,21.0,6.0
BOURBON ,KY,HCPP HMO COST PFFS,90400.0,16590.0,18.351769911504427,5.0,0.0
BOYD ,KY,HCPP PFFS HMO,108540.0,64344.0,59.28137092316197,6.0,2.0
BOYLE ,KY,HCPP PFFS DEMP,72400.0,21476.0,29.662983425414364,4.0,0.0
BRACKEN ,KY,HCPP PFFS HMO PPO,126770.0,11144.0,8.790723357261182,7.0,0.0
BREATHITT ,KY,HCPP HMO PFFS,54360.0,9195.0,16.915011037527595,3.0,0.0
BRECKINRIDGE ,KY,HMO PFFS,72520.0,13916.0,19.18918918918919,4.0,0.0
BULLITT ,KY,PPO HMO PFFS HCPP DEMP,163260.0,63801.0,39.07938257993385,9.0,3.0
BUTLER ,KY,HCPP PFFS,36300.0,4358.0,12.005509641873278,2.0,0.0
CALDWELL ,KY,HCPP HMO COST PFFS,108960.0,17076.0,15.67180616740088,6.0,2.0
CALLOWAY ,KY,HCPP HMO PPO,163530.0,56241.0,34.391854705558615,9.0,0.0
CAMPBELL ,KY,DEMP HMO PPO HCPP PFFS,218160.0,158736.0,72.76127612761276,12.0,5.0
CARLISLE ,KY,HCPP,18190.0,1169.0,6.426608026388125,1.0,0.0
CARROLL ,KY,PFFS,18191.0,1791.0,9.84552800835578,1.0,0.0
CARTER ,KY,HCPP HMO PFFS,72840.0,19768.0,27.138934651290498,4.0,1.0
CASEY ,KY,HCPP PFFS,72880.0,11312.0,15.521405049396266,4.0,0.0
CHRISTIAN ,KY,HCPP HMO PFFS COST,273450.0,133575.0,48.84805266044981,15.0,1.0
CLARK ,KY,HCPP PFFS PPO HMO,109440.0,34608.0,31.62280701754386,6.0,3.0
CLAY ,KY,HCPP PFFS HMO,73000.0,17048.0,23.353424657534248,4.0,0.0
CLINTON ,KY,HCPP HMO,54780.0,6897.0,12.590361445783133,3.0,0.0
CRITTENDEN ,KY,HCPP COST PFFS,73080.0,7576.0,10.36672140120416,4.0,0.0
