countyname,state,COST ,DEMC ,DEMO ,DEMP ,HCPP ,HMO ,PACE ,PFFS ,PPO ,PSO 
JEFFERSON ,MS,0,0,0,0,2,3,0,0,0,0
JEFFERSON ,MT,0,0,0,0,1,3,0,1,0,0
JEFFERSON ,NE,0,0,0,0,1,1,0,2,0,0
JEFFERSON ,NY,1,0,1,0,0,14,0,1,1,0
JEFFERSON ,OH,1,0,0,2,1,7,0,0,0,0
JEFFERSON ,OK,0,0,0,0,0,1,0,0,0,0
JEFFERSON ,OR,0,0,0,1,0,6,0,1,0,0
JEFFERSON ,PA,1,0,0,0,1,8,0,2,1,0
JEFFERSON ,TN,1,0,0,1,3,9,0,2,0,0
JEFFERSON ,TX,1,1,0,0,2,10,0,4,2,2
JEFFERSON ,WA,3,0,0,0,1,10,0,2,0,0
JEFFERSON ,WI,2,0,2,0,1,7,0,3,0,0
JEFFERSON ,WV,1,0,0,0,1,1,0,1,2,0
JEFFERSON DAVIS ,LA,1,0,0,0,1,4,0,1,0,0
JEFFERSON DAVIS ,MS,0,0,1,0,0,1,0,0,0,0
JENKINS ,GA,0,0,0,0,1,1,0,2,0,0
JENNINGS ,IN,1,0,0,0,1,3,0,0,1,0
JERAULD ,SD,0,0,0,0,0,0,0,2,0,0
JEROME ,ID,0,0,0,0,1,3,0,2,0,0
JERSEY ,IL,0,0,0,0,2,6,0,2,0,0
JESSAMINE ,KY,0,0,0,0,2,3,0,3,1,0
JEWELL ,KS,0,0,0,0,2,2,0,1,0,0
JIM HOGG ,TX,0,0,0,0,0,3,0,0,0,0
JIM WELLS ,TX,1,1,0,0,1,4,0,1,0,0
JO DAVIESS ,IL,3,0,1,0,3,4,0,2,0,0
JOHNSON ,AR,0,0,0,0,3,2,0,2,0,0
JOHNSON ,GA,0,0,0,0,0,1,0,1,0,0
JOHNSON ,IA,2,0,0,0,2,10,0,4,0,0
JOHNSON ,IL,0,1,0,0,3,2,0,1,0,0
JOHNSON ,IN,3,1,1,1,3,5,0,3,4,0
JOHNSON ,KS,1,1,1,2,5,26,0,2,5,0
JOHNSON ,KY,0,0,0,0,2,3,0,3,0,0
JOHNSON ,MO,0,0,0,0,3,3,0,1,1,0
JOHNSON ,NE,0,0,0,0,0,0,0,1,0,0
JOHNSON ,TN,0,0,0,0,2,2,0,2,0,0
JOHNSON ,TX,3,1,0,0,4,10,0,3,1,0
JOHNSON ,WY,0,0,0,0,0,2,0,0,0,0
JOHNSTON ,NC,1,1,0,0,1,10,0,1,2,0
JOHNSTON ,OK,0,0,0,0,0,4,0,0,0,0
JONES ,GA,1,0,0,0,1,2,0,2,1,0
JONES ,IA,2,0,0,1,0,1,0,4,0,0
JONES ,MS,0,0,0,0,1,4,0,1,0,0
JONES ,NC,1,0,1,0,0,0,0,0,0,0
JONES ,TX,0,0,1,0,1,4,0,1,0,0
JOSEPHINE ,OR,3,0,2,1,3,14,1,2,1,0
JUAB ,UT,0,0,0,0,2,2,0,2,0,0
JUDITH BASIN ,MT,0,0,0,0,0,0,0,1,0,0
JUNEAU ,AK,1,0,0,0,0,4,0,1,0,0
JUNEAU ,WI,0,0,0,0,0,2,0,3,0,0
JUNIATA ,PA,0,0,0,0,0,2,0,2,0,0
KALAMAZOO ,MI,1,0,0,0,2,14,0,3,0,0
KALKASKA ,MI,0,0,0,0,0,3,0,1,0,0
KANABEC ,MN,3,0,2,0,0,4,0,2,0,0
KANAWHA ,WV,0,0,0,0,3,12,0,1,3,0
KANDIYOHI ,MN,3,0,4,0,1,2,0,2,0,0
KANE ,IL,2,0,1,0,8,23,1,4,2,0
KANE ,UT,0,0,1,0,2,1,0,1,0,0
KANKAKEE ,IL,1,0,0,0,5,4,0,2,1,0
KARNES ,TX,0,1,0,0,0,2,0,1,0,0
KAUAI ,HI,1,0,1,0,0,12,0,1,1,0
KAUFMAN ,TX,1,1,0,0,3,5,0,3,0,0
KAY ,OK,0,0,1,0,2,7,0,2,0,0
KEARNEY ,NE,0,0,0,0,0,0,0,2,0,0
KEITH ,NE,0,0,0,0,2,1,0,2,0,0
KEMPER ,MS,0,0,0,0,1,1,0,0,0,0
KENAI PENINSULA ,AK,2,0,2,1,1,9,0,0,0,0
KENDALL ,IL,0,0,1,1,3,6,0,3,1,0
KENDALL ,TX,1,2,0,0,3,7,0,2,1,0
KENNEBEC ,ME,0,0,0,0,1,13,0,0,1,0
KENOSHA ,WI,2,0,0,0,6,11,0,2,0,0
KENT ,DE,1,0,0,2,4,18,0,1,3,0
KENT ,MD,1,0,0,2,0,1,0,0,1,0
KENT ,MI,3,0,1,1,1,26,0,4,1,1
KENT ,RI,1,0,1,1,2,15,0,0,2,0
KENT ,TX,0,0,0,0,0,1,0,0,0,0
KENTON ,KY,0,0,0,4,4,5,0,2,2,0
KEOKUK ,IA,1,0,0,0,0,1,0,3,0,0
KERN ,CA,6,3,4,2,4,38,1,2,1,0
KERR ,TX,0,1,1,0,2,9,0,0,1,2
KERSHAW ,SC,1,0,0,0,1,3,1,3,1,0
KETCHIKAN GATEWAY ,AK,0,0,0,0,0,1,0,0,0,0
KEWAUNEE ,WI,0,0,0,0,0,1,0,3,0,0
KEWEENAW ,MI,0,0,0,0,0,0,0,1,0,0
KIDDER ,ND,0,0,0,0,0,0,0,1,0,0
KIMBALL ,NE,0,0,0,0,1,2,0,2,0,0
KIMBLE ,TX,0,0,0,0,0,1,0,1,0,0
KING ,WA,9,1,3,2,5,63,3,4,9,1
KING AND QUEEN ,VA,0,0,0,0,1,0,0,1,0,0
KING GEORGE ,VA,1,0,0,0,1,0,0,2,0,0
KING WILLIAM ,VA,0,0,0,0,3,1,0,2,0,0
KINGFISHER ,OK,0,0,0,0,0,2,0,1,0,0
KINGMAN ,KS,0,0,0,0,1,0,0,0,0,0
KINGS ,CA,1,1,1,0,1,10,0,2,0,0
KINGS ,NY,4,1,5,6,6,57,1,4,10,3
KINGSBURY ,SD,0,0,0,0,0,0,0,1,0,0
KINNEY ,TX,0,1,0,0,0,1,0,0,0,0
KIOWA ,CO,1,0,0,0,1,1,0,0,0,0
KIOWA ,OK,1,0,0,0,0,0,0,1,0,0
KIT CARSON ,CO,1,0,0,0,1,2,0,0,1,0
KITSAP ,WA,4,1,3,0,3,20,0,4,1,0
KITTITAS ,WA,0,0,0,0,2,4,0,2,1,0
KITTSON ,MN,2,0,2,0,0,1,0,2,0,0
KLAMATH ,OR,3,0,1,1,3,15,0,3,1,0
KLEBERG ,TX,0,1,0,0,1,2,0,0,0,0
KLICKITAT ,WA,1,0,0,1,1,7,0,2,0,0
KNOTT ,KY,0,0,1,0,1,2,0,0,0,0
KNOX ,IL,1,0,1,1,2,3,0,2,0,0
KNOX ,IN,0,0,0,0,2,0,0,0,0,0
KNOX ,KY,0,0,0,0,1,0,0,1,0,0
KNOX ,ME,0,0,0,0,0,12,0,0,0,0
KNOX ,MO,0,0,0,0,1,0,0,0,0,0
KNOX ,NE,0,0,0,0,1,0,0,3,0,0
KNOX ,OH,2,0,0,0,1,7,0,1,0,0
KNOX ,TN,0,0,1,1,4,25,0,4,3,0
KNOX ,TX,0,0,0,0,1,0,0,0,0,0
KODIAK ISLAND ,AK,0,0,0,0,0,1,0,0,1,0
KOOCHICHING ,MN,3,0,2,0,0,4,0,4,0,0
KOOTENAI ,ID,4,0,2,0,3,16,1,2,3,0
KOSCIUSKO ,IN,2,0,0,0,2,6,0,3,1,0
KOSSUTH ,IA,0,0,0,0,0,1,0,3,0,0
LA CROSSE ,WI,0,0,4,0,0,6,0,3,0,0
LA PAZ ,AZ,3,1,3,0,3,16,0,4,1,1
LA PLATA ,CO,3,0,1,0,1,11,0,0,0,0
LA PORTE ,IN,1,0,0,1,3,5,0,2,1,0
LA SALLE ,IL,1,0,0,1,3,10,0,1,1,0
LA SALLE ,LA,0,1,0,0,1,1,0,0,0,0
LA SALLE ,TX,0,0,0,0,0,0,0,1,0,0
LABETTE ,KS,1,0,0,0,2,3,0,0,1,0
LAC QUI PARLE ,MN,3,0,3,0,0,1,0,2,0,0
LACKAWANNA ,PA,0,0,0,2,1,17,0,3,2,0
LACLEDE ,MO,0,0,0,0,2,7,0,3,0,0
LAFAYETTE ,FL,0,0,0,0,1,1,0,0,0,0
LAFAYETTE ,LA,0,1,0,2,2,6,0,2,0,1
LAFAYETTE ,MO,0,0,0,0,2,3,0,1,0,0
LAFAYETTE ,MS,0,0,0,0,2,2,0,1,0,0
LAFAYETTE ,WI,4,0,1,0,0,2,0,3,0,0
LAFOURCHE ,LA,0,1,1,0,1,2,0,2,0,0
LAGRANGE ,IN,0,0,0,0,2,3,0,3,0,0
LAKE ,CA,3,1,1,0,2,14,0,2,0,0
LAKE ,CO,1,0,0,1,0,3,0,0,0,0
LAKE ,FL,6,1,1,6,9,62,1,4,5,1
LAKE ,IL,4,0,2,0,7,33,0,3,1,0
LAKE ,IN,2,1,1,1,8,17,0,2,2,0
LAKE ,MI,0,0,0,0,1,4,0,0,0,0
LAKE ,MN,3,0,2,0,0,2,0,2,0,0
LAKE ,MT,1,0,1,0,0,6,0,1,1,0
LAKE ,OH,1,1,1,1,3,19,0,2,2,0
LAKE ,OR,1,0,0,0,0,5,0,2,0,0
LAKE ,SD,0,0,0,0,0,2,0,1,0,0
LAKE ,TN,0,0,0,0,1,0,0,2,0,0
LAKE OF THE WOODS ,MN,3,0,0,0,0,2,0,2,0,0
LAMAR ,AL,0,0,0,0,0,2,0,1,0,0
LAMAR ,GA,0,0,0,0,0,2,0,2,1,0
LAMAR ,MS,0,0,0,0,1,4,0,0,0,0
LAMAR ,TX,1,0,1,0,3,4,0,2,1,0
LAMB ,TX,0,1,0,0,0,2,0,0,0,0
LAMOILLE ,VT,1,0,0,0,0,5,0,0,0,0
LAMOURE ,ND,1,0,0,0,0,0,0,1,0,0
LAMPASAS ,TX,1,0,0,0,1,2,0,1,0,0
LANCASTER ,NE,0,0,0,0,2,12,0,4,1,0
LANCASTER ,PA,1,0,2,3,4,26,0,5,7,0
LANCASTER ,SC,0,0,0,0,3,5,0,2,0,0
LANCASTER ,VA,1,0,0,0,1,0,0,1,1,0
LANDER ,NV,0,0,0,0,0,3,0,0,0,0
LANE ,KS,1,0,0,0,0,0,0,0,0,0
LANE ,OR,4,1,2,1,6,33,0,4,2,0
LANGLADE ,WI,1,0,0,0,0,1,0,3,0,0
LANIER ,GA,0,0,0,0,0,1,0,3,0,0
LAPEER ,MI,0,0,0,0,2,4,0,3,0,0
LARAMIE ,WY,1,1,1,0,3,9,0,1,1,0
LARIMER ,CO,5,1,2,1,5,23,0,2,3,0
LARUE ,KY,0,0,0,0,1,3,0,1,0,0
LAS ANIMAS ,CO,1,0,0,0,2,6,1,1,1,0
LASSEN ,CA,2,1,0,1,1,10,0,0,0,0
LATAH ,ID,1,0,0,0,1,4,0,1,0,0
LATIMER ,OK,0,0,0,0,1,3,0,1,0,0
LAUDERDALE ,AL,0,0,0,0,2,9,0,2,0,0
LAUDERDALE ,MS,0,1,0,0,4,3,0,0,0,0
LAUDERDALE ,TN,0,0,0,0,1,3,1,2,0,0
LAUREL ,KY,0,0,0,0,1,3,0,2,0,0
LAURENS ,GA,0,1,0,0,1,6,0,1,1,1
LAURENS ,SC,1,0,0,1,1,4,0,4,0,0
LAVACA ,TX,0,1,0,0,0,2,0,1,0,0
LAWRENCE ,AL,0,0,0,0,1,3,0,0,1,0
LAWRENCE ,AR,1,0,0,1,2,0,0,1,0,0
LAWRENCE ,IL,1,0,0,0,1,0,0,2,0,0
LAWRENCE ,IN,1,0,0,0,2,1,0,1,0,0
LAWRENCE ,KY,0,0,0,0,2,1,0,1,0,0
LAWRENCE ,MO,1,0,0,0,2,6,0,2,0,0
LAWRENCE ,MS,0,0,0,0,1,2,0,0,0,0
LAWRENCE ,OH,1,0,0,0,2,4,0,1,0,0
LAWRENCE ,PA,0,0,1,2,1,10,0,0,2,0
LAWRENCE ,SD,0,0,2,0,0,3,0,3,1,0
LAWRENCE ,TN,0,0,0,1,1,3,0,2,0,0
LE FLORE ,OK,1,1,1,0,3,4,0,1,0,0
LE SUEUR ,MN,3,0,3,0,0,2,0,2,0,0
LEA ,NM,0,0,1,0,1,6,0,1,2,0
LEAKE ,MS,0,0,0,0,1,2,0,0,0,0
LEAVENWORTH ,KS,1,0,0,0,3,5,0,1,0,0
LEBANON ,PA,1,0,0,4,2,15,0,5,1,0
LEE ,AL,0,0,0,0,3,9,0,2,0,0
LEE ,AR,0,0,0,0,1,1,0,2,0,0
LEE ,FL,8,1,4,12,8,78,2,4,6,2
LEE ,GA,0,0,0,0,0,1,0,1,0,0
LEE ,IA,1,0,1,1,1,3,0,2,0,0
LEE ,IL,1,0,0,1,0,4,0,1,0,0
LEE ,KY,0,0,0,0,1,3,0,1,0,0
LEE ,MS,1,0,0,0,3,5,0,0,0,0
LEE ,NC,0,0,0,1,3,4,0,1,0,0
LEE ,SC,0,0,0,0,0,1,1,2,0,0
LEE ,TX,1,1,0,0,0,3,0,2,1,1
LEE ,VA,0,0,0,0,2,2,0,0,0,0
LEELANAU ,MI,0,0,0,1,0,4,0,1,1,0
LEFLORE ,MS,0,0,0,0,1,2,0,1,0,0
LEHIGH ,PA,0,1,1,3,3,28,0,3,6,0
LEMHI ,ID,0,0,1,1,1,5,0,1,0,0
LENAWEE ,MI,0,0,0,0,2,10,0,4,0,0
LENOIR ,NC,1,1,0,1,1,5,0,1,0,0
LEON ,FL,2,1,0,1,3,19,0,1,2,0
LEON ,TX,1,0,0,0,0,1,0,1,0,1
LESLIE ,KY,0,0,0,0,1,0,0,2,0,0
LETCHER ,KY,0,0,0,0,1,0,0,1,0,0
LEVY ,FL,2,1,0,0,2,13,0,1,1,0
LEWIS ,ID,1,0,0,0,0,1,0,1,0,0
LEWIS ,KY,0,0,0,0,2,1,0,0,0,0
LEWIS ,MO,0,0,0,0,1,1,0,0,0,0
LEWIS ,NY,0,0,1,0,0,5,0,1,1,0
LEWIS ,TN,0,0,0,0,0,4,0,2,0,0
LEWIS ,WA,1,0,1,1,2,9,0,2,0,0
LEWIS ,WV,1,0,0,0,1,2,0,0,2,0
LEWIS AND CLARK ,MT,1,0,1,0,2,6,0,2,1,0
LEXINGTON ,SC,1,0,1,1,4,15,1,5,1,0
LEXINGTON CITY ,VA,0,0,0,0,0,1,0,2,0,0
LIBERTY ,FL,1,0,0,0,0,1,0,0,0,0
LIBERTY ,GA,0,0,0,0,0,3,0,1,0,0
LIBERTY ,MT,0,0,0,0,0,2,0,1,0,0
LIBERTY ,TX,0,1,0,0,2,7,0,1,1,1
LICKING ,OH,2,0,1,1,2,7,0,2,0,0
LIMESTONE ,AL,0,0,0,0,2,5,0,1,1,0
LIMESTONE ,TX,1,0,0,0,2,2,0,2,0,0
LINCOLN ,CO,1,0,0,0,0,2,0,0,1,0
LINCOLN ,GA,0,0,0,0,1,0,0,1,0,0
LINCOLN ,ID,0,0,1,0,1,0,0,2,0,0
LINCOLN ,KS,0,0,0,0,1,0,0,0,0,0
LINCOLN ,KY,0,0,0,0,1,3,0,3,0,0
LINCOLN ,LA,0,0,0,0,3,4,0,1,0,0
LINCOLN ,ME,0,0,0,0,0,5,0,0,0,0
LINCOLN ,MN,1,0,2,0,0,1,0,2,0,0
LINCOLN ,MO,0,0,0,1,4,5,0,0,1,0
LINCOLN ,MS,0,0,0,0,1,4,0,1,0,0
LINCOLN ,MT,0,0,0,0,2,5,0,2,0,0
LINCOLN ,NC,0,0,0,0,1,4,0,3,1,0
LINCOLN ,NE,0,0,0,0,1,4,0,2,0,0
LINCOLN ,NM,0,0,1,0,1,12,0,2,1,0
LINCOLN ,NV,0,0,1,0,1,1,0,1,0,0
LINCOLN ,OK,1,0,0,0,2,7,0,2,0,0
LINCOLN ,OR,3,0,3,1,3,16,1,4,0,0
LINCOLN ,SD,0,0,0,0,1,3,0,1,0,0
LINCOLN ,TN,0,0,0,0,3,2,0,2,0,0
LINCOLN ,WA,0,0,0,0,1,4,0,1,0,0
LINCOLN ,WI,0,0,0,0,0,1,0,3,0,0
LINCOLN ,WV,1,0,0,0,2,0,0,1,1,0
LINCOLN ,WY,0,0,1,0,2,1,0,1,0,0
LINN ,IA,2,0,1,0,4,8,0,5,1,0
LINN ,KS,0,0,0,0,2,3,0,0,0,0
LINN ,MO,0,0,0,0,2,2,0,0,0,0
LINN ,OR,3,0,1,1,1,19,0,2,2,0
LITCHFIELD ,CT,2,0,0,1,2,13,0,1,3,0
LITTLE RIVER ,AR,0,0,0,0,0,3,0,0,0,0
LIVE OAK ,TX,0,1,0,0,0,2,0,1,0,0
LIVINGSTON ,IL,0,0,0,1,5,4,0,1,1,0
LIVINGSTON ,KY,0,0,0,0,2,0,0,2,0,0
LIVINGSTON ,LA,0,1,0,1,2,11,0,3,0,0
LIVINGSTON ,MI,0,0,1,0,3,12,0,2,1,0
LIVINGSTON ,MO,0,0,0,0,1,1,0,1,0,0
LIVINGSTON ,NY,1,0,0,0,2,8,0,1,2,0
LLANO ,TX,1,1,0,0,2,5,0,2,1,0
LOGAN ,AR,0,0,0,0,3,2,0,1,0,0
LOGAN ,CO,1,0,0,0,1,3,0,0,1,0
LOGAN ,IL,0,0,0,0,4,1,0,2,0,0
LOGAN ,KS,0,0,0,0,1,0,0,0,0,0
LOGAN ,KY,1,0,0,0,2,2,0,1,0,0
LOGAN ,NE,0,0,0,0,1,0,0,0,0,0
LOGAN ,OH,0,0,0,1,2,4,0,1,0,0
LOGAN ,OK,0,0,0,0,2,4,0,1,0,0
LOGAN ,WV,0,0,0,0,2,1,0,0,1,0
LONG ,GA,1,0,0,0,0,0,0,1,0,0
LONOKE ,AR,0,0,0,0,2,5,0,2,0,0
LORAIN ,OH,1,1,1,1,2,20,0,1,3,0
LOS ALAMOS ,NM,0,0,0,0,1,5,0,1,3,0
LOS ANGELES ,CA,13,2,8,5,10,106,5,5,17,3
LOUDON ,TN,0,0,0,1,1,5,0,2,0,0
LOUDOUN ,VA,3,0,1,0,3,16,0,3,2,0
LOUISA ,IA,1,0,0,0,0,0,0,3,0,0
LOUISA ,VA,1,0,0,0,2,0,0,0,0,0
LOVE ,OK,0,0,0,0,1,3,0,0,0,0
LOWNDES ,AL,0,0,0,0,1,4,0,1,1,0
LOWNDES ,GA,1,1,0,1,1,11,0,1,0,0
LOWNDES ,MS,0,0,0,1,3,5,0,1,1,0
LUBBOCK ,TX,1,1,1,0,1,13,1,0,1,0
LUCAS ,IA,1,0,0,0,1,1,0,3,0,0
LUCAS ,OH,2,1,2,1,4,19,0,3,1,0
LUCE ,MI,0,0,0,0,0,0,0,1,0,0
LUMPKIN ,GA,0,0,0,0,0,3,0,2,1,0
LUNA ,NM,1,0,1,0,4,8,0,1,2,0
LUNENBURG ,VA,1,0,0,0,1,1,0,3,0,0
LUZERNE ,PA,1,0,0,2,2,17,0,3,3,0
LYCOMING ,PA,0,0,0,0,3,12,0,4,1,0
LYMAN ,SD,0,0,0,0,0,0,0,1,0,0
LYNCHBURG CITY ,VA,0,0,0,0,2,9,0,4,0,0
LYNN ,TX,0,0,0,0,0,0,0,1,0,0
LYON ,IA,0,0,0,0,0,0,0,2,0,0
LYON ,KS,0,0,0,1,3,1,0,0,0,0
LYON ,KY,1,0,0,0,2,1,0,2,0,0
LYON ,MN,2,0,3,0,0,4,0,2,0,0
LYON ,NV,3,0,1,0,3,10,0,1,0,0
MACKINAC ,MI,0,0,0,1,1,1,0,1,0,0
MACOMB ,MI,2,1,1,1,2,27,1,2,1,0
MACON ,AL,0,0,0,0,1,4,0,1,0,0
MACON ,GA,0,0,0,0,0,0,0,1,0,0
MACON ,IL,0,0,0,0,4,11,0,2,0,0
MACON ,MO,0,0,0,0,4,6,0,1,0,0
MACON ,NC,0,0,0,0,1,6,0,3,2,0
MACON ,TN,0,0,0,1,0,3,0,1,0,0
MACOUPIN ,IL,1,0,0,0,5,3,0,1,1,0
MADERA ,CA,3,1,0,0,2,10,0,2,0,0
MADISON ,AL,1,0,1,0,5,17,0,2,3,0
MADISON ,AR,0,0,0,0,0,0,0,3,0,0
MADISON ,FL,1,0,0,0,0,8,0,0,0,0
MADISON ,GA,0,0,0,0,0,2,0,2,2,0
MADISON ,IA,1,0,0,0,0,1,0,4,0,0
MADISON ,ID,0,0,0,0,1,1,0,2,1,0
MADISON ,IL,1,1,0,2,6,11,0,2,2,0
MADISON ,IN,1,0,0,0,1,7,0,2,1,0
MADISON ,KY,0,0,0,1,1,2,0,3,2,0
MADISON ,LA,0,0,0,0,2,3,0,0,0,0
MADISON ,MO,0,0,0,0,4,2,0,1,0,0
MADISON ,MS,0,0,0,0,1,7,0,1,1,0
MADISON ,MT,0,0,0,1,1,0,0,1,0,0
MADISON ,NC,0,0,0,0,2,3,0,3,0,0
MADISON ,NE,0,0,0,0,1,0,0,3,0,0
MADISON ,NY,0,0,1,1,2,3,1,1,1,0
MADISON ,OH,0,0,0,2,1,8,0,1,1,0
MADISON ,TN,0,0,0,0,3,6,0,2,0,0
MADISON ,TX,1,0,0,0,0,2,0,1,0,0
MADISON ,VA,1,0,0,0,1,0,0,2,1,0
MAGOFFIN ,KY,0,0,0,0,2,0,0,1,0,0
MAHASKA ,IA,1,0,0,0,1,0,0,3,0,0
MAHNOMEN ,MN,2,0,1,0,0,2,0,2,0,0
MAHONING ,OH,1,0,1,2,2,19,0,0,1,1
MAJOR ,OK,1,0,0,0,1,2,0,0,0,0
MALHEUR ,OR,0,1,0,1,1,6,0,1,0,0
MANASSAS CITY ,VA,1,0,0,0,2,6,0,1,0,0
MANASSAS PARK CITY ,VA,1,0,0,0,1,2,0,0,0,0
MANATEE ,FL,5,1,0,4,7,54,0,4,5,0
MANISTEE ,MI,0,0,0,0,1,5,0,1,0,0
MANITOWOC ,WI,3,0,0,0,1,1,0,2,1,0
MARATHON ,WI,1,0,2,0,0,6,0,3,0,0
MARENGO ,AL,0,0,0,0,1,5,0,0,0,0
MARICOPA ,AZ,16,1,6,6,12,105,5,7,17,2
MARIES ,MO,0,0,0,0,1,1,0,0,0,0
MARIN ,CA,4,1,1,2,3,20,3,1,2,0
MARINETTE ,WI,0,0,0,0,3,4,0,3,0,0
MARION ,AL,0,0,0,1,2,5,0,0,0,0
MARION ,AR,1,0,0,0,4,4,0,2,0,0
MARION ,FL,6,1,2,3,8,52,1,3,5,0
MARION ,GA,0,0,0,0,0,3,0,1,0,0
MARION ,IA,1,0,0,0,0,1,0,3,0,0
MARION ,IL,1,0,0,0,3,2,0,0,0,0
MARION ,IN,3,0,1,3,6,32,3,1,4,1
MARION ,KS,1,0,0,0,2,2,0,0,0,0
MARION ,KY,0,1,0,0,0,5,0,3,0,0
MARION ,MO,0,0,0,0,1,1,0,0,0,0
MARION ,MS,0,0,0,0,1,3,0,1,0,0
MARION ,OH,0,0,0,0,2,7,0,1,0,0
MARION ,OR,4,0,3,3,3,27,1,4,3,0
MARION ,SC,0,0,0,0,0,7,0,3,0,0
MARION ,TN,0,0,0,0,3,6,0,2,1,0
MARION ,TX,0,0,0,0,1,3,0,1,0,1
MARION ,WV,1,0,0,1,1,6,0,0,1,0
MARIPOSA ,CA,1,1,1,1,0,8,0,0,1,0
MARLBORO ,SC,0,0,0,0,1,1,0,2,0,0
MARQUETTE ,MI,0,0,0,0,1,3,0,3,0,0
MARQUETTE ,WI,2,0,0,0,2,2,0,3,1,0
MARSHALL ,AL,0,1,0,0,5,9,0,1,0,1
MARSHALL ,IA,1,0,1,0,0,1,0,5,0,0
MARSHALL ,IL,0,0,0,1,3,2,0,4,0,0
MARSHALL ,IN,0,1,0,0,2,1,0,3,1,0
MARSHALL ,KS,0,0,0,0,1,0,0,0,0,0
MARSHALL ,KY,0,0,0,1,3,3,0,2,0,0
MARSHALL ,MN,2,1,2,0,0,3,0,2,0,0
MARSHALL ,MS,0,0,0,0,2,5,0,1,0,0
MARSHALL ,OK,0,0,0,0,1,3,0,0,0,0
MARSHALL ,SD,0,0,0,0,0,1,0,1,0,0
MARSHALL ,TN,0,0,0,1,0,2,0,2,0,0
MARSHALL ,WV,1,0,0,1,1,5,0,0,0,0
MARTIN ,FL,4,1,2,1,4,43,0,1,5,0
MARTIN ,IN,1,0,0,0,0,2,0,0,0,0
MARTIN ,KY,0,0,0,0,2,1,0,1,0,0
MARTIN ,MN,3,0,2,0,0,3,0,2,0,0
MARTIN ,NC,0,0,0,0,0,2,0,1,0,0
MARTIN ,TX,0,0,0,0,0,0,0,1,0,0
MARTINSVILLE CITY ,VA,0,0,0,0,1,0,0,4,0,0
MASON ,IL,2,0,0,1,2,1,0,2,0,0
MASON ,KY,0,0,0,0,2,1,0,2,0,0
MASON ,MI,0,0,0,0,0,6,0,1,0,0
MASON ,TX,1,0,0,0,0,1,0,0,0,0
MASON ,WA,1,0,3,0,2,14,0,2,1,0
MASON ,WV,0,0,0,0,2,0,0,0,1,0
MASSAC ,IL,0,0,0,0,2,1,0,0,0,0
MATAGORDA ,TX,1,1,0,0,2,5,0,1,0,1
MATANUSKA SUSITNA ,AK,3,0,1,0,2,11,0,0,0,0
MATHEWS ,VA,0,0,0,0,1,1,0,3,1,0
MAUI ,HI,3,0,2,0,1,11,0,2,1,0
MAURY ,TN,0,0,1,1,3,7,0,2,0,0
MAVERICK ,TX,2,0,0,0,0,8,0,1,0,0
MAYES ,OK,0,0,0,0,2,6,0,2,0,0
MCCLAIN ,OK,0,0,0,0,1,3,0,1,0,0
MCCONE ,MT,0,0,0,0,0,0,0,1,0,0
MCCOOK ,SD,0,0,0,0,0,0,0,1,0,0
MCCORMICK ,SC,0,0,0,0,1,2,0,2,0,0
MCCRACKEN ,KY,1,0,0,1,3,1,0,2,0,0
MCCREARY ,KY,0,0,0,0,1,2,0,0,0,0
MCCULLOCH ,TX,0,0,0,0,1,1,0,1,0,0
MCCURTAIN ,OK,0,0,0,0,2,3,0,1,1,0
MCDONALD ,MO,0,0,0,0,0,1,0,2,0,0
MCDONOUGH ,IL,1,0,0,1,3,1,0,2,1,0
MCDOWELL ,NC,0,1,0,0,1,1,0,3,0,0
MCDOWELL ,WV,0,0,0,0,1,2,0,0,1,0
MCDUFFIE ,GA,0,0,0,0,1,1,0,2,0,0
MCHENRY ,IL,3,0,3,1,6,20,0,4,2,0
MCHENRY ,ND,2,0,1,0,0,2,0,0,0,0
MCINTOSH ,GA,0,0,0,0,0,0,0,2,0,0
MCINTOSH ,ND,0,0,0,0,0,0,0,1,0,0
MCINTOSH ,OK,0,0,1,0,2,5,0,2,0,0
MCKEAN ,PA,0,0,0,0,1,3,0,1,1,0
MCKINLEY ,NM,0,0,0,0,3,6,0,1,1,0
MCLEAN ,IL,0,0,0,1,2,9,0,3,2,0
MCLEAN ,KY,1,0,0,0,1,0,0,1,0,0
MCLEAN ,ND,0,0,0,0,1,1,0,1,0,0
MCLENNAN ,TX,2,0,1,0,2,8,1,2,1,1
MCLEOD ,MN,3,0,2,0,0,1,0,2,0,0
MCMINN ,TN,0,0,0,0,1,6,0,2,0,0
MCMULLEN ,TX,0,0,0,0,0,1,0,0,0,0
MCNAIRY ,TN,0,0,0,0,2,5,0,2,0,0
MCPHERSON ,KS,0,0,0,0,2,1,0,1,0,0
MCPHERSON ,NE,0,0,0,0,1,0,0,0,0,0
MCPHERSON ,SD,0,0,0,0,0,0,0,1,0,0
MEADE ,KY,0,0,0,0,1,3,0,1,0,0
MEADE ,SD,0,0,0,0,0,1,0,2,0,0
MEAGHER ,MT,0,0,0,0,1,1,0,1,0,0
MECKLENBURG ,NC,2,2,2,3,6,39,1,3,6,0
MECKLENBURG ,VA,0,0,0,0,1,1,0,4,0,0
MECOSTA ,MI,0,0,0,0,0,3,0,3,1,0
MEDINA ,OH,2,0,0,1,2,18,0,0,1,0
